:ID,:LABEL,label,codeSystem,hasCode
M:ch-c-n-ng-th-ng-kh,Measurement,chức năng thông khí,,
M:th-t-ch-to-n-ph-i-tlc,Measurement,thể tích toàn phổi (TLC),,
M:kh-n-ng-khu-ch-t-n-carbon-monoxide-dlco,Measurement,khả năng khuếch tán carbon monoxide (DLCO),,
LT:test-i-b-trong-s-u-ph-t-6mwt,LabTest,test đi bộ trong sáu phút (6MWT),,
D:sarcoid-giai-o-n-i,Disease,Sarcoid giai đoạn I,,
CS:ch-c-n-ng-h-h-p-b-t-th-ng,ClinicalSign,chức năng hô hấp bất thường,,
IF:rltk-h-n-ch,ImagingFinding,RLTK hạn chế,,
IF:gi-m-dlco,ImagingFinding,giảm DLCO,,
SV:giai-o-n-ii-n-iv,Severity,giai đoạn II đến IV,,
D:t-c-ngh-n-ng-th,Disease,tắc nghẽn đường thở,,
LT:test-i-b-6-ph-t-gi-m,LabTest,test đi bộ 6 phút giảm,,
M:gi-m-fvc,Measurement,giảm FVC,,
LT:tuberculin-test,LabTest,Tuberculin test,,
LT:quantiferon-test,LabTest,Quantiferon test,,
CS:bi-u-hi-n-l-m-s-ng,ClinicalSign,Biểu hiện lâm sàng,,
D:h-i-ch-ng-lofgren,Disease,hội chứng Lofgren,,
CS:ban-n-t,ClinicalSign,ban đỏ nốt,,
AS:h-ch-r-n-ph-i-hai-b-n,AnatomicalSite,hạch rốn phổi hai bên,,
D:vi-m-m-t-b-o,Disease,viêm mô tế bào,,
D:sarcoidosis-ph-i,Disease,Sarcoidosis phổi,,
CS:ch-c-n-ng-ph-i-suy-gi-m,ClinicalSign,chức năng phổi suy giảm,,
CS:trao-i-kh-k-m,ClinicalSign,trao đổi khí kém,,
M:gi-m-b-o-h-a-oxy,Measurement,giảm độ bão hòa oxy,,
IF:h-a-d-ng-t-ong,ImagingFinding,hóa dạng tổ ong,,
D:sarcoidosis-ngo-i-ph-i,Disease,Sarcoidosis ngoài phổi,,
D:sarcoidosis-ph-i,Disease,Sarcoidosis ở phổi,,
D:t-n-th-ng-ngo-i-ph-i,Disease,tổn thương ngoài phổi,,
D:sarcoidosis-m-t,Disease,Sarcoidosis ở mắt,,
D:sarcoidosis-th-n-kinh,Disease,Sarcoidosis thần kinh,,
D:sarcoidosis-c-tim,Disease,Sarcoidosis cơ tim,,
D:sarcoidosis-th-n,Disease,Sarcoidosis ở thận,,
D:t-ng-calci-huy-t,Disease,tăng calci huyết,,
IF:b-t-th-ng-tr-n-x-quang,ImagingFinding,bất thường trên X quang,,
M:trao-i-kh,Measurement,trao đổi khí,,
IF:t-n-th-ng-tr-n-x-quang,ImagingFinding,tổn thương trên X quang,,
M:ch-c-n-ng-ph-i,Measurement,chức năng phổi,,
CS:gi-m-trao-i-kh,ClinicalSign,Giảm trao đổi khí,,
DR:glucocorticoid-h-t,Drug,glucocorticoid hít,,
CS:tri-u-ch-ng-ph-i-nh,ClinicalSign,Triệu chứng phổi nhẹ,,
CS:b-t-th-ng-ch-c-n-ng-ph-i,ClinicalSign,Bất thường chức năng phổi,,
DR:glucocorticoid-ng-u-ng,Drug,Glucocorticoid đường uống,,
IM:phim-ph-i,ImagingModality,Phim phổi,,
D:ch-y-m-u-ph-i,Disease,Chảy máu phổi,,
PTH:aspergillomas,Pathogen,Aspergillomas,,
D:nhi-m-n-m-aspergillus,Disease,nhiễm nấm aspergillus,,
D:b-nh-ph-i-t-mi-n,Disease,Bệnh phổi tự miễn,,
CS:kh-ch-u,ClinicalSign,khó chịu,,
DR:axit-folic,Drug,Axit folic,,
LT:men-gan-alt,LabTest,men gan ALT,,
LT:men-gan-ast,LabTest,men gan AST,,
LT:creatinine,LabTest,creatinine,,
D:b-nh-ph-i-k-li-n-quan-n-b-nh-th-p-kh-p,Disease,bệnh phổi kẽ liên quan đến bệnh thấp khớp,,
PR:truy-n-t-nh-m-ch,Procedure,truyền tĩnh mạch,,
PR:ti-m-d-i-da,Procedure,tiêm dưới da,,
D:nhi-m-n-m-candida-mi-ng,Disease,Nhiễm nấm Candida miệng,,
D:sarcoid-ph-i,Disease,Sarcoid phổi,,
DR:golimumab,Drug,Golimumab,,
D:b-nh-v-y-n-n,Disease,Bệnh vẩy nến,,
DR:ustekinumab,Drug,Ustekinumab,,
DR:hydroxychloroquine,Drug,Hydroxychloroquine,,
DR:chloroquine,Drug,Chloroquine,,
PR:gh-p-ph-i-hai-b-n,Procedure,Ghép phổi hai bên,,
PR:gh-p-ph-i-1-b-n,Procedure,Ghép phổi 1 bên,,
D:u-n-m,Disease,u nấm,,
D:gi-n-ph-qu-n-n-ng,Disease,giãn phế quản nặng,,
PR:gh-p-tim-ph-i,Procedure,Ghép tim phổi,,
D:sarcoid-ph-i,Disease,sarcoid ở phổi,,
DR:colchicine,Drug,Colchicine,,
DR:cyclosporine,Drug,Cyclosporine,,
DR:tetracycline,Drug,Tetracycline,,
D:b-nh-u-c-tr-n-b-ch-m-ch-lam,Disease,Bệnh u cơ trơn bạch mạch (LAM),,
D:x-c-ng-c,Disease,Xơ cứng củ,,
D:tr-n-kh-m-ng-ph-i-t-ph-t,Disease,Tràn khí màng phổi tự phát,,
IF:tr-n-kh,ImagingFinding,Tràn khí,,
CS:kh-c-d-ng-ch-p,ClinicalSign,Khạc dưỡng chấp,,
D:tr-n-d-ng-ch-p-m-ng-b-ng,Disease,Tràn dưỡng chấp màng bụng,,
D:tr-n-d-ng-ch-p-m-ng-tim,Disease,Tràn dưỡng chấp màng tim,,
D:i-d-ng-ch-p,Disease,Đái dưỡng chấp,,
D:ch-y-d-ng-ch-p-m-o,Disease,Chảy dưỡng chấp âm đạo,,
D:ch-y-d-ng-ch-p-ph-n,Disease,Chảy dưỡng chấp phân,,
AS:l-ng-ng-c-h-nh-th-ng,AnatomicalSite,Lồng ngực hình thùng,,
D:b-ch-huy-t,Disease,ứ bạch huyết,,
D:c-ch-ng,Disease,Cổ chướng,,
CS:m-ng-tay-khum,ClinicalSign,Móng tay khum,,
D:u-c-m-m-ch-th-n,Disease,U cơ mỡ mạch thận,,
LT:o-ch-c-n-ng-th-ng-kh,LabTest,đo chức năng thông khí,,
M:dung-t-ch-to-n-ph-i,Measurement,dung tích toàn phổi,,
M:kh-n-ng-khu-ch-t-n-carbon-monoxide,Measurement,khả năng khuếch tán carbon monoxide,,
IF:gi-m-dlco,ImagingFinding,Giảm DLCO,,
LT:vascular-endothelial-growth-factor-d-vegf-d,LabTest,Vascular endothelial growth factor-D (VEGF-D),,
LT:alpha-1-antitrypsin,LabTest,alpha-1 antitrypsin,,
LT:y-u-t-d-ng-th-p,LabTest,yếu tố dạng thấp,,
LT:i-n-di-protein-trong-n-c-ti-u,LabTest,điện di protein trong nước tiểu,,
LT:i-n-di-protein-trong-huy-t-thanh,LabTest,điện di protein trong huyết thanh,,
LT:kh-ng-th-ssa-ro,LabTest,kháng thể SSA/Ro,,
LT:kh-ng-th-ssb-la,LabTest,kháng thể SSB/La,,
D:sj-gren,Disease,Sjögren,,
PR:ch-c-h-t-b-ng-kim,Procedure,chọc hút bằng kim,,
D:u-b-ch-huy-t,Disease,u bạch huyết,,
D:u-m-ch-th-n-aml,Disease,U mạch thận (AML),,
AS:b-ng-ch-u,AnatomicalSite,Bụng - chậu,,
D:u-b-ch-huy-t,Disease,U bạch huyết,,
M:o-m-t-x-ng,Measurement,Đo mật độ xương,,
PR:kh-m-v-ng-m-c,Procedure,Khám võng mạc,,
IM:ch-p-h-th-n-kinh-trung-ng,ImagingModality,Chụp hệ thần kinh trung ương,,
IM:ch-p-clvt-n-o,ImagingModality,Chụp CLVT não,,
IF:t-b-o-lam,ImagingFinding,tế bào LAM,,
IF:k-n-kh-ph-i,ImagingFinding,kén khí phổi,,
D:u-c-m-m-ch-th-n,Disease,u cơ mỡ mạch thận,,
D:h-ch-b-ch-huy-t-lam,Disease,hạch bạch huyết LAM,,
D:tr-n-d-ng-ch-p-m-ng-ph-i,Disease,tràn dưỡng chấp màng phổi,,
D:tr-n-d-ng-ch-p-m-ng-b-ng,Disease,tràn dưỡng chấp màng bụng,,
D:tr-n-d-ng-ch-p,Disease,tràn dưỡng chấp,,
AS:ch-c-n-ng-ph-i,AnatomicalSite,chức năng phổi,,
LT:x-t-nghi-m-ch-n-o-n,LabTest,xét nghiệm chẩn đoán,,
D:b-nh-nguy-n-b-o-nu-i-t-b-o-langerhans-ph-i-plch,Disease,bệnh nguyên bào nuôi tế bào Langerhans ở phổi (PLCH),,
D:vi-m-ph-i-k-t-b-o,Disease,viêm phổi kẽ tế bào,,
D:lympho-lip,Disease,lympho (LIP),,
D:vi-m-ti-u-ph-qu-n-d-ng-nang-fb,Disease,viêm tiểu phế quản dạng nang (FB),,
D:h-i-ch-ng-birt-hogg-dub-bhd,Disease,hội chứng Birt-Hogg-Dubé (BHD),,
D:h-i-ch-ng-birt-hogg-dub-bhd,Disease,Hội chứng Birt-Hogg-Dubé (BHD),,
RF:t-bi-n-gen,RiskFactor,đột biến gen,,
IF:k-n-kh-ph-i,ImagingFinding,kén khí ở phổi,,
LT:x-t-nghi-m-gen,LabTest,xét nghiệm gen,,
PR:sinh-thi-t-xuy-n-ph-qu-n,Procedure,sinh thiết xuyên phế quản,,
IF:t-n-th-ng-d-ng-k-n-kh,ImagingFinding,tổn thương dạng kén khí,,
D:vi-m-ph-i-k-t-b-o-lympho,Disease,Viêm phổi kẽ tế bào lympho,,
D:vi-m-ti-u-ph-qu-n-d-ng-k-n-kh-lip-fb,Disease,viêm tiểu phế quản dạng kén khí (LIP/FB),,
D:h-i-ch-ng-sj-gren,Disease,hội chứng Sjögren,,
D:b-nh-suy-gi-m-md-kh-c,Disease,bệnh suy giảm MD khác,,
IF:t-n-th-ng-d-ng-k-n-kh,ImagingFinding,Tổn thương dạng kén khí,,
D:lip-fb,Disease,LIP/FB,,
D:b-nh-l-ng-ng-chu-i-nh-lcdd,Disease,Bệnh lắng đọng chuỗi nhẹ (LCDD),,
IF:k-n-kh-ti-n-tri-n,ImagingFinding,kén khí tiến triển,,
IM:phim-c-t-l-p-vi-t-nh-ng-c,ImagingModality,phim cắt lớp vi tính ngực,,
IF:nang-tr-n,ImagingFinding,nang tròn,,
IF:h-ch-r-n-ph-i,ImagingFinding,hạch rốn phổi,,
D:nhi-m-tr-ng-pneumocystis-jirovecii,Disease,nhiễm trùng Pneumocystis jirovecii,,
PTH:n-m-paracoccidioidomycosis,Pathogen,nấm paracoccidioidomycosis,,
PTH:coccidiomycosis,Pathogen,coccidiomycosis,,
D:sarcoma-di-c-n,Disease,sarcoma di căn,,
D:nhi-m-vi-r-t-u-nh,Disease,nhiễm vi rút u nhú,,
D:amyloidosis,Disease,amyloidosis,,
D:h-i-ch-ng-t-ng-immunoglobulin-e,Disease,hội chứng tăng immunoglobulin E,,
D:marfan-syndrome,Disease,Marfan syndrome,,
D:ehlers-danlos-syndrome,Disease,Ehlers-Danlos syndrome,,
D:k-n-kh-ph-i,Disease,kén khí phổi,,
D:d-t-t-h-b-ch-huy-t-b-m-sinh,Disease,dị tật hệ bạch huyết bẩm sinh,,
TR:v-c-xin-c-m,Treatment,vắc xin cúm,,
TR:v-c-xin-ph-c-u,Treatment,vắc xin phế cầu,,
TR:oxy-b-sung,Treatment,Oxy bổ sung,,
DR:glucocorticoid-h-t,Drug,Glucocorticoid hít,,
RF:mang-thai,RiskFactor,Mang thai,,
D:b-nh-ph-i-do-lam-l-t,Disease,Bệnh phổi do LAM lẻ tẻ,,
TR:c-ch-rapamycin,Treatment,ức chế rapamycin,,
D:suy-gi-m-ch-c-n-ng-ph-i,Disease,Suy giảm chức năng phổi,,
D:r-i-lo-n-ch-c-n-ng-ph-i,Disease,Rối loạn chức năng phổi,,
M:dlco-80,Measurement,DLCO <80%,,
IF:b-t-th-ng-trao-i-kh,ImagingFinding,Bất thường trao đổi khí,,
LT:b-o-h-a-oxy,LabTest,Bão hòa oxy,,
M:gi-m-b-o-h-a-oxy-khi-g-ng-s-c-89,Measurement,Giảm bão hòa oxy khi gắng sức (<89%),,
LT:oxy-m-u,LabTest,Oxy máu,,
M:gi-m-oxy-m-u-khi-ngh-ng-i-pao2-ng-m-ch-70-mmhg,Measurement,Giảm oxy máu khi nghỉ ngơi (PaO2 động mạch <70 mmHg),,
D:u-c-m-m-ch-th-n-4-cm,Disease,U cơ mỡ mạch thận > 4 cm,,
AS:t-b-o-lam,AnatomicalSite,Tế bào LAM,,
D:t-ng-cholesterol-m-u,Disease,Tăng cholesterol máu,,
CS:kh-ti-u,ClinicalSign,Khó tiêu,,
D:tr-ng-c,Disease,Trứng cá,,
D:t-ng-triglycerid-m-u,Disease,Tăng triglycerid máu,,
CS:ch-m-l-nh-v-t-th-ng,ClinicalSign,Chậm lành vết thương,,
IM:ch-p-c-t-l-p-ph-i-ph-n-gi-i-cao,ImagingModality,chụp cắt lớp phổi độ phân giải cao,,
IM:ct-b-ng,ImagingModality,CT bụng,,
DR:sirolimus,Drug,sirolimus,,
AS:v-t-th-ng,AnatomicalSite,vết thương,,
DR:betadine,Drug,Betadine,,
DR:talc,Drug,Talc,,
PR:g-y-d-nh-m-ng-ph-i-b-ng-b-t-talc,Procedure,Gây dính màng phổi bằng bột talc,,
PR:m-i-m-ng-ph-i,Procedure,Mài màng phổi,,
IF:k-n-kh,ImagingFinding,Kén khí,,
CS:m-t-ngon-mi-ng,ClinicalSign,Mất ngon miệng,,
D:tr-n-d-ng-ch-p,Disease,Tràn dưỡng chấp,,
PR:m-shunt-m-ng-ph-i-b-ng,Procedure,Mở shunt màng phổi ổ bụng,,
D:u-c-tr-n-b-ch-huy-t,Disease,U cơ trơn bạch huyết,,
D:u-c-tr-n-b-ch-m-ch,Disease,U cơ trơn bạch mạch,,
D:tr-n-d-ng-ch-p-b-ng,Disease,Tràn dưỡng chấp ổ bụng,,
TR:i-u-tr-b-ng-sirolimus,Treatment,Điều trị bằng sirolimus,,
IF:u-l-n,ImagingFinding,U lớn,,
DR:c-ch-mtor,Drug,ức chế mTOR,,
PR:c-t,Procedure,cắt,,
PR:i-n-ng-cao-t-n,Procedure,điện đông cao tần,,
PR:c-t-m-t-ph-n-th-n,Procedure,cắt một phần thận,,
D:kh-i-u-c-nguy-c-ch-y-m-u-cao,Disease,khối u có nguy cơ chảy máu cao,,
D:aml-gan,Disease,AML ở gan,,
D:ch-c-n-ng-ph-i-suy-gi-m-nhanh-ch-ng,Disease,Chức năng phổi suy giảm nhanh chóng,,
RF:ti-n-m-n-kinh,RiskFactor,Tiền mãn kinh,,
D:suy-ph-i,Disease,Suy phổi,,
D:ph-c-h-p-x-c-ng-c-tsc,Disease,Phức hợp xơ cứng củ (TSC),,
M:ch-c-n-ng-ph-i-k-m,Measurement,Chức năng phổi kém,,
M:suy-gi-m-ch-c-n-ng-ph-i,Measurement,Suy giảm chức năng phổi,,
IM:phim-c-t-l-p-vi-t-nh-ng-c,ImagingModality,Phim cắt lớp vi tính ngực,,
D:r-i-lo-n-ch-c-n-ng-ph-i,Disease,rối loạn chức năng phổi,,
D:b-nh-ph-i-t-ng-b-ch-c-u-i-toan,Disease,Bệnh phổi tăng bạch cầu ái toan,,
D:t-ng-bcat-n-thu-n-ph-i,Disease,tăng BCAT đơn thuần ở phổi,,
D:vi-m-ph-i-t-ng-b-ch-c-u-i-toan-c-p-t-nh,Disease,viêm phổi tăng bạch cầu ái toan cấp tính,,
D:vi-m-ph-i-t-ng-b-ch-c-u-i-toan-m-n-t-nh,Disease,viêm phổi tăng bạch cầu ái toan mạn tính,,
D:h-i-ch-ng-t-ng-b-ch-c-u-i-toan-v-c-n,Disease,hội chứng tăng bạch cầu ái toan vô căn,,
D:vi-m-ph-i-t-ng-bcat-v-c-n-c-p-t-nh,Disease,Viêm phổi tăng BCAT vô căn cấp tính,,
RF:ph-i-nhi-m-b-i,RiskFactor,Phơi nhiễm bụi,,
RF:kh-i-thu-c-l-i-n-t,RiskFactor,Khói thuốc lá điện tử,,
D:vi-m-ph-i-t-ng-bcat,Disease,Viêm phổi tăng BCAT,,
D:n-m-ph-qu-n-ph-i-d-ng,Disease,Nấm phế quản phổi dị ứng,,
RF:do-thu-c,RiskFactor,Do thuốc,,
IF:t-ng-bcat,ImagingFinding,tăng BCAT,,
AS:v-ng-ng-c,AnatomicalSite,vùng ngực,,
D:aep,Disease,AEP,,
AS:y-ph-i-2-b-n,AnatomicalSite,Đáy phổi 2 bên,,
CS:t-ng-b-ch-c-u-trung-t-nh,ClinicalSign,Tăng bạch cầu trung tính,,
CS:t-ng-crp,ClinicalSign,Tăng CRP,,
CS:t-ng-ige,ClinicalSign,Tăng IgE,,
LT:test-anca,LabTest,Test ANCA,,
D:granulomatosis-with-polyangiitis,Disease,granulomatosis with polyangiitis,,
LT:x-t-nghi-m-mi-n-d-ch-li-n-k-t-enzym-igm-v-igg-c-hi-u-cho-coccidioides,LabTest,Xét nghiệm miễn dịch liên kết enzym IgM và IgG đặc hiệu cho Coccidioides,,
LT:x-t-nghi-m-elisa,LabTest,Xét nghiệm ELISA,,
PTH:giun-l-n,Pathogen,giun lươn,,
PTH:s-n-l,Pathogen,sán lá,,
LT:ph-n-t-ch-t-b-o-d-ch,LabTest,phân tích tế bào dịch,,
IF:h-nh-nh-ng-c-r-i-r-c,ImagingFinding,hình ảnh đông đặc rải rác,,
IF:d-y-v-ch-ng-n-ti-u-th-y,ImagingFinding,Dày vách ngăn tiểu thùy,,
LT:t-ng-bcat,LabTest,Tăng BCAT,,
IF:ph-m-k,ImagingFinding,Phù mô kẽ,,
D:ph-i-t-ng-b-ch-c-u-i-toan-v-c-n-m-n-t-nh,Disease,phổi tăng bạch cầu ái toan vô căn mạn tính,,
D:ph-i-t-ng-b-ch-c-u-i-toan-v-c-n-c-p-t-nh-aiep,Disease,Phổi tăng bạch cầu ái toan vô căn cấp tính (AIEP),,
CS:suy-h-h-p-gi-m-oxy-m-u,ClinicalSign,Suy hô hấp giảm oxy máu,,
IF:t-n-th-ng-m-d-ng-l-i-lan-t-a,ImagingFinding,Tổn thương mờ dạng lưới lan tỏa,,
D:hen-suy-n,Disease,hen suyễn,,
D:b-nh-u-h-t-t-ng-bcat-k-m-theo-vi-m-a-tuy-n-egpa-churg-strauss,Disease,"Bệnh u hạt tăng BCAT kèm theo viêm đa tuyến (EGPA, Churg Strauss)",,
IF:t-n-th-ng-m,ImagingFinding,Tổn thương mờ,,
D:vi-m-ph-i-c-p-t-nh-t-ng-bcat,Disease,viêm phổi cấp tính tăng BCAT,,
D:nhi-m-n-m-aspergillus-x-m-l-n,Disease,nhiễm nấm aspergillus xâm lấn,,
PTH:giun-a,Pathogen,Giun đũa,,
PTH:s-n-l-ph-i,Pathogen,Sán lá phổi,,
PTH:giun-l-n,Pathogen,Giun lươn,,
PTH:giun-a-ch-m-o,Pathogen,Giun đũa chó mèo,,
PTH:thu-c,Pathogen,Thuốc,,
PTH:ch-t-c,Pathogen,Chất độc,,
PTH:x-tr-ph-i,Pathogen,Xạ trị phổi,,
D:h-i-ch-ng-suy-h-h-p-c-p-ti-n-tri-n-ards,Disease,Hội chứng suy hô hấp cấp tiến triển (ARDS),,
D:vi-m-ph-i-t-ch-c-h-a-cop,Disease,Viêm phổi tổ chức hóa (COP),,
D:xu-t-huy-t-ph-nang-lan-t-a-dah,Disease,Xuất huyết phế nang lan tỏa (DAH),,
D:u-h-t-v-i-vi-m-a-tuy-n-gpa,Disease,U hạt với viêm đa tuyến (GPA),,
IF:x-quang-ph-i-b-t-th-ng,ImagingFinding,X quang phổi bất thường,,
IF:b-t-th-ng-x-quang-ph-i,ImagingFinding,Bất thường X-quang phổi,,
LT:c-y-vi-khu-n,LabTest,Cấy vi khuẩn,,
IF:b-t-th-ng-x-quang,ImagingFinding,Bất thường X-quang,,
IF:t-n-th-ng-nhu-m,ImagingFinding,Tổn thương nhu mô,,
D:vi-m-ph-i-t-ng-b-ch-c-u-i-toan-m-n-t-nh,Disease,Viêm phổi tăng bạch cầu ái toan mạn tính,,
IF:th-m-nhi-m-b-ch-c-u-i-toan,ImagingFinding,Thâm nhiễm bạch cầu ái toan,,
CS:ran-co-th-t,ClinicalSign,ran co thắt,,
LT:t-ng-bcat,LabTest,tăng BCAT,,
PTH:k-sinh-tr-ng,Pathogen,ký sinh trùng,,
LT:m-u-l-ng-t-ng,LabTest,Máu lắng tăng,,
LT:crp-t-ng,LabTest,CRP tăng,,
D:thi-u-m-u-thi-u-s-t,Disease,Thiếu máu thiếu sắt,,
LT:t-ng-ti-u-c-u,LabTest,Tăng tiểu cầu,,
IF:t-n-th-ng-m,ImagingFinding,tổn thương mờ,,
AS:th-y-tr-n-ph-i,AnatomicalSite,thùy trên phổi,,
IF:d-ng-n-t,ImagingFinding,dạng nốt,,
IF:d-ng-l-i,ImagingFinding,dạng lưới,,
IF:h-nh-nh-m-ngo-i-vi,ImagingFinding,hình ảnh mờ ngoại vi,,
AS:th-y-tr-n-ph-i-ph-i,AnatomicalSite,thùy trên phổi phải,,
PR:sinh-thi-t-ph-qu-n,Procedure,Sinh thiết phế quản,,
D:b-nh-ph-i-t-ng-b-ch-c-u-i-toan-v-c-n-m-n-t-nh-ciep,Disease,Bệnh phổi tăng bạch cầu ái toan vô căn mạn tính (CIEP),,
D:vi-m-ph-i-t-ch-c,Disease,viêm phổi tổ chức,,
D:cep,Disease,CEP,,
LT:bcat-trong-m-u,LabTest,BCAT trong máu,,
LT:bact-trong-d-ch-r-a-ph-qu-n-ph-nang,LabTest,BACT trong dịch rửa phế quản phế nang,,
IF:th-m-nhi-m-bcat,ImagingFinding,thâm nhiễm BCAT,,
D:b-nh-l-ph-i-t-ng-bcat,Disease,bệnh lý phổi tăng BCAT,,
D:b-nh-l-ph-i-kh-ng-t-ng-bcat,Disease,bệnh lý phổi không tăng BCAT,,
D:vp-t-ng-bcat-c-p-t-nh,Disease,VP tăng BCAT cấp tính,,
LT:t-ng-bcat-m-u-ngo-i-vi,LabTest,tăng BCAT máu ngoại vi,,
IF:b-t-th-ng-th-y,ImagingFinding,bất thường thùy,,
D:apba,Disease,APBA,,
IM:phim-ch-p-c-t-l-p-ph-i,ImagingModality,phim chụp cắt lớp phổi,,
LT:ige-huy-t-thanh,LabTest,IgE huyết thanh,,
LT:igg-c-hi-u-v-i-aspergillus,LabTest,IgG đặc hiệu với Aspergillus,,
LT:test-l-y-v-test-trong-da-v-i-aspergillus,LabTest,test lẩy và test trong da với Aspergillus,,
D:vp-t-ng-bcat-do-thu-c,Disease,VP tăng BCAT do thuốc,,
D:vp-t-ng-bcat-do-n-m-v-k-sinh-tr-ng,Disease,VP tăng BCAT do nấm và ký sinh trùng,,
D:h-i-ch-ng-loeffler,Disease,Hội chứng Loeffler,,
PTH:u-tr-ng-giun-s-n,Pathogen,Ấu trùng giun sán,,
D:churg-strauss,Disease,Churg Strauss,,
CS:vi-m-xoang,ClinicalSign,viêm xoang,,
CS:hen,ClinicalSign,hen,,
D:egpa,Disease,EGPA,,
D:vp-t-ng-bcat,Disease,VP tăng BCAT,,
SV:thuy-n-gi-m,Severity,thuyên giảm,,
LT:bcat-m-u-ngo-i-vi,LabTest,BCAT máu ngoại vi,,
IF:b-t-th-ng,ImagingFinding,Bất thường,,
M:b-o-h-a-oxy-mao-m-ch-spo2,Measurement,Độ bão hòa oxy mao mạch (SpO2),,
M:dung-t-ch-s-ng-g-ng-s-c-fvc,Measurement,Dung tích sống gắng sức (FVC),,
M:dung-t-ch-to-n-ph-i-tlc,Measurement,Dung tích toàn phổi (TLC),,
M:kh-n-ng-khu-ch-t-n-kh-co-qua-m-ng-ph-nang-mao-m-ch-dlco,Measurement,Khả năng khuếch tán khí CO qua màng phế nang mao mạch (DLCO),,
PR:bal,Procedure,BAL,,
D:b-nh-thuy-n-gi-m,Disease,bệnh thuyên giảm,,
TR:li-u-ph-p-i-u-tr-thay-th,Treatment,liệu pháp điều trị thay thế,,
D:cep-t-i-ph-t,Disease,CEP tái phát,,
DR:li-u-cao-glucocorticoid-d-ng-h-t,Drug,liều cao glucocorticoid dạng hít,,
DR:mepolizumab,Drug,mepolizumab,,
DR:glucocorticoid-d-ng-h-t-li-u-cao,Drug,Glucocorticoid dạng hít liều cao,,
DR:omalizumab,Drug,Omalizumab,,
D:vi-m-ph-i-k-t-ng-b-ch-c-u-lympho-lymphoid-interstitial-pneumonia-lip,Disease,Viêm phổi kẽ tăng bạch cầu lympho (Lymphoid interstitial pneumonia-LIP),,
LT:t-ng-gamma-globulin-mi-n-d-ch,LabTest,tăng gamma globulin miễn dịch,,
D:thi-u-m-u-c-t-nh,Disease,thiếu máu ác tính,,
D:vi-m-gan-m-n-t-nh-ho-t-ng,Disease,viêm gan mạn tính hoạt động,,
D:x-gan-m-t,Disease,xơ gan mật,,
D:b-nh-ph-i-k-lympho,Disease,Bệnh phổi kẽ lympho,,
PTH:nhi-m-tr-ng-virus-hhp8,Pathogen,Nhiễm trùng virus HHP8,,
D:h-i-ch-ng-th-m-nhi-m-lympho-lan-t-a,Disease,Hội chứng thâm nhiễm lympho lan tỏa,,
DR:diphenylhydantoin,Drug,diphenylhydantoin,,
D:ban-xu-t-huy-t-l-nh-t-nh-do-u-m-u-waldenstr-m,Disease,ban xuất huyết lành tính do u máu Waldenström,,
D:thi-u-h-t-protein-c-surfactant,Disease,thiếu hụt protein C surfactant,,
D:b-nh-amyloidosis-ph-i,Disease,bệnh amyloidosis phổi,,
AS:gan-l-ch,AnatomicalSite,gan lách,,
D:ph-i-tuy-n-mang-tai,Disease,phì đại tuyến mang tai,,
LT:test-hiv,LabTest,test HIV,,
LT:x-t-nghi-m-huy-t-thanh,LabTest,xét nghiệm huyết thanh,,
LT:kh-ng-th-kh-ng-ro-ssa,LabTest,kháng thể kháng Ro/SSA,,
LT:kh-ng-th-kh-ng-la-ssb,LabTest,kháng thể kháng La/SSB,,
M:n-ng-globulin-mi-n-d-ch,Measurement,nồng độ globulin miễn dịch,,
LT:i-n-di-protein-huy-t-thanh,LabTest,điện di protein huyết thanh,,
D:b-t-th-ng-protein-huy-t-thanh,Disease,bất thường protein huyết thanh,,
D:b-nh-l-gamma-a-d-ng,Disease,bệnh lý gamma đa dòng,,
D:b-nh-gamma-n-d-ng,Disease,bệnh gamma đơn dòng,,
IF:h-nh-th-i-k-nh-m,ImagingFinding,hình thái kính mờ,,
D:t-n-th-ng-m-ng-ph-i,Disease,tổn thương màng phổi,,
IF:k-n-ph-i,ImagingFinding,Kén phổi,,
AS:m-u-b-nh-ph-m,AnatomicalSite,mẫu bệnh phẩm,,
D:vi-m-ph-i-k-lymph-b-o,Disease,viêm phổi kẽ lymphô bào,,
IF:t-ng-sinh-m-lymph,ImagingFinding,tăng sinh mô lymphô,,
IF:th-m-nhi-m-v-ch-ph-nang,ImagingFinding,thâm nhiễm vách phế nang,,
LT:i-n-di-protein-huy-t-thanh,LabTest,Điện di protein huyết thanh,,
LT:n-ng-globulin-mi-n-d-ch-igg4,LabTest,Nồng độ globulin miễn dịch IgG4,,
LT:x-t-nghi-m-hiv,LabTest,Xét nghiệm HIV,,
LT:kh-ng-th-kh-ng-ro-ssa,LabTest,Kháng thể kháng Ro/SSA,,
LT:kh-ng-th-kh-ng-la-ssb,LabTest,Kháng thể kháng La/SSB,,
D:gi-u-lympho,Disease,giả u lympho,,
D:u-h-t-lympho,Disease,u hạt lympho,,
D:u-lympho-ph-i-nguy-n-ph-t,Disease,u lympho phổi nguyên phát,,
D:u-h-t-trung-t-m-ph-qu-n,Disease,u hạt trung tâm phế quản,,
D:b-nh-li-n-quan-n-igg4,Disease,bệnh liên quan đến IgG4,,
D:b-nh-th-p-kh-p-ti-m-n,Disease,bệnh thấp khớp tiềm ẩn,,
D:civd,Disease,CIVD,,
